Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,YearOfBirth,Score
Male,African-American,English,Pretrial,Pretrial Defendant,Single,3,1986,2
Male,African-American,English,Pretrial,Pretrial Defendant,Single,3,1986,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,0
Female,African-American,English,Post Sentence,Probation,Single,1,1990,0
Female,African-American,English,Post Sentence,Probation,Single,1,1990,1
Female,African-American,English,Post Sentence,Probation,Single,1,1990,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2065,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2065,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2065,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1993,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1993,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1993,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,1982,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,1982,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,1982,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1995,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1995,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1995,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1988,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1988,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1988,0
Male,Hispanic,English,Other,Probation,Single,1,1972,0
Male,Hispanic,English,Other,Probation,Single,1,1972,0
Male,Hispanic,English,Other,Probation,Single,1,1972,0
Female,Caucasian,English,Post Sentence,Probation,Single,3,1988,0
Female,Caucasian,English,Post Sentence,Probation,Single,3,1988,2
Female,Caucasian,English,Post Sentence,Probation,Single,3,1988,1
Male,African-American,English,Post Sentence,Probation,Single,3,1975,1
Male,African-American,English,Post Sentence,Probation,Single,3,1975,2
Male,African-American,English,Post Sentence,Probation,Single,3,1975,1
Female,African-American,English,Pretrial,Jail Inmate,Single,1,2051,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,2051,1
Female,African-American,English,Pretrial,Jail Inmate,Single,1,2051,1
Male,Caucasian,English,Post Sentence,Probation,Single,3,1987,0
Male,Caucasian,English,Post Sentence,Probation,Single,3,1987,2
Male,Caucasian,English,Post Sentence,Probation,Single,3,1987,1
Male,Caucasian,English,Other,Probation,Divorced,1,2060,0
Male,Caucasian,English,Other,Probation,Divorced,1,2060,0
Male,Caucasian,English,Other,Probation,Divorced,1,2060,2
Male,African-American,English,Post Sentence,Probation,Single,2,1990,1
Male,African-American,English,Post Sentence,Probation,Single,2,1990,0
Male,African-American,English,Post Sentence,Probation,Single,2,1990,1
Male,African-American,English,Post Sentence,Probation,Married,1,1978,0
Male,African-American,English,Post Sentence,Probation,Married,1,1978,0
Male,African-American,English,Post Sentence,Probation,Married,1,1978,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1979,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1979,1
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1979,2
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1978,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1978,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1978,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Post Sentence,Probation,Single,2,1979,0
Female,African-American,English,Post Sentence,Probation,Single,2,1979,1
Female,African-American,English,Post Sentence,Probation,Single,2,1979,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1981,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1981,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1981,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1989,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2069,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2069,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2069,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,1977,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,1977,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,1977,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Female,African-American,English,Post Sentence,Probation,Single,2,1977,0
Female,African-American,English,Post Sentence,Probation,Single,2,1977,1
Female,African-American,English,Post Sentence,Probation,Single,2,1977,1
Male,Other Race,English,Pretrial,Jail Inmate,Separated,1,1972,0
Male,Other Race,English,Pretrial,Jail Inmate,Separated,1,1972,0
Male,Other Race,English,Pretrial,Jail Inmate,Separated,1,1972,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2059,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2059,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2059,2
Male,Caucasian,English,Other,Probation,Single,2,1989,0
Male,Caucasian,English,Other,Probation,Single,2,1989,1
Male,Caucasian,English,Other,Probation,Single,2,1989,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,2069,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,2069,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,2069,2
Male,African-American,English,Post Sentence,Probation,Widowed,1,2070,0
Male,African-American,English,Post Sentence,Probation,Widowed,1,2070,0
Male,African-American,English,Post Sentence,Probation,Widowed,1,2070,0
Female,African-American,English,Post Sentence,Probation,Married,1,2040,0
Female,African-American,English,Post Sentence,Probation,Married,1,2040,0
Female,African-American,English,Post Sentence,Probation,Married,1,2040,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1979,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2051,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2051,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2051,0
Female,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2052,0
Female,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2052,0
Female,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2052,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1990,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1990,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1990,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1984,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1984,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1984,0
Male,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2069,0
Male,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2069,0
Male,Other Race,English,Pretrial,Jail Inmate,Divorced,1,2069,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1980,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1993,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1993,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1993,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1975,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1975,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1975,1
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1974,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1974,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1974,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2055,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2055,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,2055,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2044,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2044,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2044,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1977,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1977,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1977,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1994,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1994,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1987,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1987,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1987,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2038,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2038,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2038,0
Male,Caucasian,English,Other,Probation,Single,1,1989,0
Male,Caucasian,English,Other,Probation,Single,1,1989,0
Male,Caucasian,English,Other,Probation,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1977,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1977,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1977,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1986,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,0
Female,Caucasian,English,Other,Probation,Single,1,1982,0
Female,Caucasian,English,Other,Probation,Single,1,1982,0
Female,Caucasian,English,Other,Probation,Single,1,1982,1
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,Other Race,English,Post Sentence,Probation,Single,1,2057,0
Male,Other Race,English,Post Sentence,Probation,Single,1,2057,0
Male,Other Race,English,Post Sentence,Probation,Single,1,2057,0
Male,African-American,English,Post Sentence,Probation,Single,2,1986,0
Male,African-American,English,Post Sentence,Probation,Single,2,1986,1
Male,African-American,English,Post Sentence,Probation,Single,2,1986,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1982,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1982,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1982,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1985,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1985,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2049,0
Male,African-American,English,Post Sentence,Probation,Married,1,1981,0
Male,African-American,English,Post Sentence,Probation,Married,1,1981,0
Male,African-American,English,Post Sentence,Probation,Married,1,1981,0
Male,African-American,English,Other,Probation,Married,1,1976,0
Male,African-American,English,Other,Probation,Married,1,1976,0
Male,African-American,English,Other,Probation,Married,1,1976,0
Male,Hispanic,English,Post Sentence,Probation,Single,1,1982,0
Male,Hispanic,English,Post Sentence,Probation,Single,1,1982,0
Male,Hispanic,English,Post Sentence,Probation,Single,1,1982,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1982,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1982,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1982,1
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1988,1
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1988,2
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1988,2
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2070,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2070,0
Male,Caucasian,English,Post Sentence,Probation,Divorced,1,2070,0
Female,Hispanic,English,Post Sentence,Probation,Single,1,1974,0
Female,Hispanic,English,Post Sentence,Probation,Single,1,1974,0
Female,Hispanic,English,Post Sentence,Probation,Single,1,1974,0
Male,Other Race,English,Pretrial,Jail Inmate,Widowed,1,2053,0
Male,Other Race,English,Pretrial,Jail Inmate,Widowed,1,2053,0
Male,Other Race,English,Pretrial,Jail Inmate,Widowed,1,2053,0
Female,African-American,English,Post Sentence,Probation,Single,2,1975,0
Female,African-American,English,Post Sentence,Probation,Single,2,1975,1
Female,African-American,English,Post Sentence,Probation,Single,2,1975,2
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Post Sentence,Probation,Single,1,1984,0
Female,African-American,English,Post Sentence,Probation,Single,1,1984,0
Female,African-American,English,Post Sentence,Probation,Single,1,1984,0
Male,African-American,English,Post Sentence,Probation,Single,1,1991,0
Male,African-American,English,Post Sentence,Probation,Single,1,1991,0
Male,African-American,English,Post Sentence,Probation,Single,1,1991,0
Male,Hispanic,English,Other,Probation,Divorced,1,1980,0
Male,Hispanic,English,Other,Probation,Divorced,1,1980,1
Male,Hispanic,English,Other,Probation,Divorced,1,1980,1
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Separated,1,2060,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Separated,1,2060,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Separated,1,2060,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2070,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2070,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2070,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1991,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1991,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1991,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Other Race,English,Post Sentence,Probation,Single,3,1989,0
Male,Other Race,English,Post Sentence,Probation,Single,3,1989,2
Male,Other Race,English,Post Sentence,Probation,Single,3,1989,0
Female,Caucasian,English,Post Sentence,Probation,Married,1,2055,0
Female,Caucasian,English,Post Sentence,Probation,Married,1,2055,0
Female,Caucasian,English,Post Sentence,Probation,Married,1,2055,0
Male,Other Race,English,Pretrial,Pretrial Defendant,Married,1,2068,0
Male,Other Race,English,Pretrial,Pretrial Defendant,Married,1,2068,0
Male,Other Race,English,Pretrial,Pretrial Defendant,Married,1,2068,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Female,Other Race,English,Pretrial,Jail Inmate,Married,1,2070,0
Female,Other Race,English,Pretrial,Jail Inmate,Married,1,2070,0
Female,Other Race,English,Pretrial,Jail Inmate,Married,1,2070,0
Female,African-American,English,Other,Probation,Single,1,1983,0
Female,African-American,English,Other,Probation,Single,1,1983,0
Female,African-American,English,Other,Probation,Single,1,1983,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1979,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1979,0
Male,African-American,English,Pretrial,Jail Inmate,Married,1,1979,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1971,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1971,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1971,0
Male,African-American,English,Post Sentence,Probation,Married,1,2069,0
Male,African-American,English,Post Sentence,Probation,Married,1,2069,0
Male,African-American,English,Post Sentence,Probation,Married,1,2069,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2047,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2047,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2047,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,1985,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,1985,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,1985,1
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2049,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2049,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1993,1
Male,Caucasian,English,Post Sentence,Probation,Single,1,1993,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1993,1
Female,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Female,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Female,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,0
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1985,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1985,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1985,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1986,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1986,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1986,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2052,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2052,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2052,1
Male,Caucasian,English,Post Sentence,Probation,Married,1,2059,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2059,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2059,0
Male,Caucasian,English,Post Sentence,Probation,Single,3,1972,0
Male,Caucasian,English,Post Sentence,Probation,Single,3,1972,2
Male,Caucasian,English,Post Sentence,Probation,Single,3,1972,2
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1993,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1993,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1993,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1992,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1992,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,2,1992,0
Male,Hispanic,English,Other,Probation,Married,1,2066,0
Male,Hispanic,English,Other,Probation,Married,1,2066,0
Male,Hispanic,English,Other,Probation,Married,1,2066,0
Female,Caucasian,English,Pretrial,Jail Inmate,Married,1,2052,0
Female,Caucasian,English,Pretrial,Jail Inmate,Married,1,2052,0
Female,Caucasian,English,Pretrial,Jail Inmate,Married,1,2052,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1978,1
Female,Hispanic,English,Pretrial,Pretrial Defendant,Significant Other,1,1986,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Significant Other,1,1986,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Significant Other,1,1986,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2060,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2060,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,2060,1
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1995,0
Male,African-American,English,Other,Probation,Single,4,1994,2
Male,African-American,English,Other,Probation,Single,4,1994,2
Male,African-American,English,Other,Probation,Single,4,1994,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2068,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2068,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2068,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2062,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2062,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2062,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1981,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1981,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1981,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2056,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2056,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2056,0
Male,African-American,English,Post Sentence,Probation,Single,1,1983,0
Male,African-American,English,Post Sentence,Probation,Single,1,1983,0
Male,African-American,English,Post Sentence,Probation,Single,1,1983,0
Male,Hispanic,English,Post Sentence,Probation,Single,1,1991,0
Male,Hispanic,English,Post Sentence,Probation,Single,1,1991,1
Male,Hispanic,English,Post Sentence,Probation,Single,1,1991,0
Male,African-American,English,Post Sentence,Probation,Single,1,1991,1
Male,African-American,English,Post Sentence,Probation,Single,1,1991,1
Male,African-American,English,Post Sentence,Probation,Single,1,1991,0
Male,Other Race,English,Post Sentence,Probation,Separated,1,2068,0
Male,Other Race,English,Post Sentence,Probation,Separated,1,2068,0
Male,Other Race,English,Post Sentence,Probation,Separated,1,2068,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Married,1,1971,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Married,1,1971,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Married,1,1971,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2064,0
Female,Other Race,English,Other,Probation,Single,1,1971,0
Female,Other Race,English,Other,Probation,Single,1,1971,0
Female,Other Race,English,Other,Probation,Single,1,1971,1
Male,Other Race,English,Other,Probation,Single,1,1990,0
Male,Other Race,English,Other,Probation,Single,1,1990,0
Male,Other Race,English,Other,Probation,Single,1,1990,0
Female,Hispanic,English,Other,Probation,Widowed,1,1989,0
Female,Hispanic,English,Other,Probation,Widowed,1,1989,0
Female,Hispanic,English,Other,Probation,Widowed,1,1989,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1988,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1988,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1988,0
Male,Caucasian,English,Post Sentence,Probation,Separated,1,2059,0
Male,Caucasian,English,Post Sentence,Probation,Separated,1,2059,0
Male,Caucasian,English,Post Sentence,Probation,Separated,1,2059,1
Female,African-American,English,Other,Probation,Single,1,1982,0
Female,African-American,English,Other,Probation,Single,1,1982,0
Female,African-American,English,Other,Probation,Single,1,1982,0
Female,African-American,English,Post Sentence,Probation,Single,1,1982,0
Female,African-American,English,Post Sentence,Probation,Single,1,1982,0
Female,African-American,English,Post Sentence,Probation,Single,1,1982,0
Male,Hispanic,English,Other,Probation,Single,1,1981,0
Male,Hispanic,English,Other,Probation,Single,1,1981,0
Male,Hispanic,English,Other,Probation,Single,1,1981,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1980,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1980,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1980,1
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,Hispanic,English,Other,Probation,Married,1,1978,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2062,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2062,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2062,1
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1991,0
Male,Asian,English,Pretrial,Jail Inmate,Single,1,2048,0
Male,Asian,English,Pretrial,Jail Inmate,Single,1,2048,0
